id	route	sectie	volgorde	type	tekst	bronsoort	bron	copy_marker
rooster.login.3	/rooster	login-cta	3	cta	Inloggen	code	src/app/rooster/page.tsx:208	
rooster.login.4	/rooster	login-cta	4	cta	Of plan een proefles	code	src/app/rooster/page.tsx:209	
rooster.filters.1	/rooster	filters	1	microcopy	Filter op discipline	code	src/app/rooster/_components/PublicFilterChips.tsx:33	
rooster.filters.2	/rooster	filters	2	label	Alles	code	src/app/rooster/_components/PublicFilterChips.tsx:43	
rooster.filters.3	/rooster	filters	3	label	Vrij trainen	code	src/lib/member/plan-coverage.ts (PILLAR_LABELS.vrij_trainen) — gefilterd weg op /rooster, komt hier niet voor	
rooster.filters.4	/rooster	filters	4	label	Yoga & mobility	code	src/lib/member/plan-coverage.ts (PILLAR_LABELS.yoga_mobility)	
rooster.filters.5	/rooster	filters	5	label	Kettlebell	code	src/lib/member/plan-coverage.ts (PILLAR_LABELS.kettlebell)	
rooster.filters.6	/rooster	filters	6	label	Kids	code	src/lib/member/plan-coverage.ts (PILLAR_LABELS.kids)	
rooster.filters.7	/rooster	filters	7	label	Senior	code	src/lib/member/plan-coverage.ts (PILLAR_LABELS.senior)	
rooster.empty.1	/rooster	lege-staat	1	label	Stil deze weken	code	src/app/rooster/page.tsx:224	
rooster.empty.2	/rooster	lege-staat	2	body	Er zijn momenteel geen sessies ingepland die bij dit filter passen. Probeer een andere discipline of kom later terug.	code	src/app/rooster/page.tsx:227-228	
rooster.grid.1	/rooster	weekgrid	1	body	Geen sessies.	code	src/app/rooster/_components/PublicWeekGrid.tsx:36	
rooster.grid.2	/rooster	weekgrid	2	microcopy	—	code	src/app/rooster/_components/PublicWeekGrid.tsx:68	
rooster.grid.3	/rooster	weekgrid	3	body	{class_type.name}, met {trainer.display_name}, {tijd}	database	tmc.class_sessions (via server component in page.tsx)	
rooster.card.1	/rooster	sessiekaart	1	microcopy	Geboekt	code	src/app/rooster/_components/PublicSessionCard.tsx:58	
rooster.card.2	/rooster	sessiekaart	2	microcopy	Vol	code	src/app/rooster/_components/PublicSessionCard.tsx:60	
rooster.card.3	/rooster	sessiekaart	3	microcopy	Onbeperkt aantal plekken	code	src/app/rooster/_components/PublicSessionCard.tsx:63	COPY: confirm met Marlon
rooster.card.4	/rooster	sessiekaart	4	microcopy	{n} van {capaciteit} plekken	code	src/app/rooster/_components/PublicSessionCard.tsx:64	
rooster.card.5	/rooster	sessiekaart	5	body	met {trainerName}	code	src/app/rooster/_components/PublicSessionCard.tsx:46	
rooster.footer.1	/rooster	cta-footer	1	label	Nog geen lid?	code	src/app/rooster/page.tsx:244	
rooster.footer.2	/rooster	cta-footer	2	h2	Kom langs voor een proefles.	code	src/app/rooster/page.tsx:247	
rooster.footer.3	/rooster	cta-footer	3	body	Eén sessie, vrijblijvend. Zo ervaar je hoe klein en persoonlijk het hier echt werkt.	code	src/app/rooster/page.tsx:250-251	
rooster.footer.4	/rooster	cta-footer	4	cta	Plan je proefles	code	src/app/rooster/page.tsx:254	
rooster.footer.5	/rooster	cta-footer	5	cta	Naar jouw rooster	code	src/app/rooster/page.tsx:257	
rooster.footer.6	/rooster	cta-footer	6	cta	Bekijk het aanbod	code	src/app/rooster/page.tsx:265	
privacy.header.1	/privacybeleid	header	1	label	Privacy	code	src/app/privacybeleid/PrivacybeleidContent.tsx:60	
privacy.header.2	/privacybeleid	header	2	h1	Privacyverklaring	code	src/app/privacybeleid/PrivacybeleidContent.tsx:61	
privacy.header.3	/privacybeleid	header	3	body	Hoe The Movement Club omgaat met jouw persoonsgegevens — op deze website, in de member-app en in de studio. Laatst bijgewerkt op 2 juli 2026.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:62,28	
privacy.s01.1	/privacybeleid	01-verwerkingsverantwoordelijke	1	microcopy	01 · Wie is verantwoordelijk	code	src/app/privacybeleid/PrivacybeleidContent.tsx:73	
privacy.s01.2	/privacybeleid	01-verwerkingsverantwoordelijke	2	h2	Verwerkingsverantwoordelijke	code	src/app/privacybeleid/PrivacybeleidContent.tsx:74	
privacy.s01.3	/privacybeleid	01-verwerkingsverantwoordelijke	3	body	The Movement Club, gevestigd aan {adres} (KvK {kvk}), is verwerkingsverantwoordelijke voor de persoonsgegevens die via deze website, de member-app en in de studio worden verzameld.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:77-81	
privacy.s01.4	/privacybeleid	01-verwerkingsverantwoordelijke	4	body	Voor alle vragen over deze verklaring of over hoe we met je gegevens omgaan, kun je terecht bij {email}.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:83-88	
privacy.s02.1	/privacybeleid	02-welke-gegevens	1	microcopy	02 · Welke gegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:93	
privacy.s02.2	/privacybeleid	02-welke-gegevens	2	h2	Welke persoonsgegevens verzamelen we	code	src/app/privacybeleid/PrivacybeleidContent.tsx:94	
privacy.s02.3	/privacybeleid	02-welke-gegevens	3	body	Afhankelijk van hoe je met ons in aanraking komt, verwerken we:	code	src/app/privacybeleid/PrivacybeleidContent.tsx:96	
privacy.s02.4	/privacybeleid	02-welke-gegevens	4	body	Profielgegevens — voornaam, achternaam, e-mailadres, telefoonnummer, geboortedatum en adresgegevens, zodra je lid wordt of een account aanmaakt in de member-app.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:99-103	
privacy.s02.5	/privacybeleid	02-welke-gegevens	5	body	Noodcontactgegevens — naam en telefoonnummer van een contactpersoon die we alleen in een noodsituatie tijdens een sessie benaderen.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:104-108	
privacy.s02.6	/privacybeleid	02-welke-gegevens	6	body	Boekingsgeschiedenis — welke lessen, personal trainingen of proeflessen je hebt geboekt, gevolgd of geannuleerd.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:109-113	
privacy.s02.7	/privacybeleid	02-welke-gegevens	7	body	Betaalgegevens — welk bedrag, voor welk abonnement of welke sessie, en de status van die betaling. We slaan zelf geen creditcard- of bankgegevens op; het betaalproces zelf loopt via onze betaalverwerker Mollie (zie hieronder).	code	src/app/privacybeleid/PrivacybeleidContent.tsx:114-120	
privacy.s02.8	/privacybeleid	02-welke-gegevens	8	body	Device-pushtoken — als je de native app op je telefoon gebruikt en meldingen toestaat, slaan we een technisch token op (gekoppeld aan jouw account en het type toestel, ios of android) om je een pushmelding te kunnen sturen. Geen locatiegegevens, geen toegang tot de rest van je toestel.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:121-128	
privacy.s02.9	/privacybeleid	02-welke-gegevens	9	body	Op de website (buiten de member-app om) verzamelen we daarnaast voor- en achternaam, e-mailadres, telefoonnummer en je bericht als je een formulier invult — bijvoorbeeld voor een proefles, de gratis Mobility Check, de Beweeg Beter guide of het contactformulier.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:130-136	
privacy.s03.1	/privacybeleid	03-gezondheidsgegevens	1	microcopy	03 · Bijzondere persoonsgegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:140	
privacy.s03.2	/privacybeleid	03-gezondheidsgegevens	2	h2	Gezondheidsgegevens uit de intake	code	src/app/privacybeleid/PrivacybeleidContent.tsx:141	
privacy.s03.3	/privacybeleid	03-gezondheidsgegevens	3	body	Als lid vul je bij aanmelding een intake in over blessures, klachten, medicatiegebruik en eventuele zwangerschap. Dit zijn bijzondere persoonsgegevens in de zin van de AVG — gegevens over je gezondheid — waar we extra zorgvuldig mee omgaan.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:144-149	
privacy.s03.4	/privacybeleid	03-gezondheidsgegevens	4	body	We vragen hiervoor je uitdrukkelijke toestemming bij het invullen van de intake. Deze gegevens gebruiken we uitsluitend om je training veilig en verantwoord op jou af te stemmen, en zijn alleen zichtbaar voor trainers die daar door ons nadrukkelijk toegang toe hebben gekregen — niet standaard voor iedere trainer. Je kunt je toestemming voor het delen van deze gegevens op elk moment intrekken door contact met ons op te nemen; zie sectie 09 hieronder.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:151-159	
privacy.s04.1	/privacybeleid	04-waarvoor	1	microcopy	04 · Waarvoor	code	src/app/privacybeleid/PrivacybeleidContent.tsx:163	
privacy.s04.2	/privacybeleid	04-waarvoor	2	h2	Waarvoor gebruiken we je gegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:164	
privacy.s04.3	/privacybeleid	04-waarvoor	3	body	Om je lidmaatschap, boekingen en betalingen te kunnen uitvoeren (uitvoering van de overeenkomst).	code	src/app/privacybeleid/PrivacybeleidContent.tsx:168-169	
privacy.s04.4	/privacybeleid	04-waarvoor	4	body	Om je training veilig en persoonlijk te kunnen begeleiden, op basis van je intake (met jouw uitdrukkelijke toestemming).	code	src/app/privacybeleid/PrivacybeleidContent.tsx:172-175	
privacy.s04.5	/privacybeleid	04-waarvoor	5	body	Om je een pushmelding of e-mail te sturen over je boeking, abonnement of — als je daarvoor gekozen hebt — over onze content en aanbiedingen.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:177-180	
privacy.s04.6	/privacybeleid	04-waarvoor	6	body	Om wettelijke verplichtingen na te komen, bijvoorbeeld onze fiscale bewaarplicht voor betaalgegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:182-184	
privacy.s05.1	/privacybeleid	05-delen-met-derden	1	microcopy	05 · Delen met derden	code	src/app/privacybeleid/PrivacybeleidContent.tsx:189	
privacy.s05.2	/privacybeleid	05-delen-met-derden	2	h2	Met wie delen we je gegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:190	
privacy.s05.3	/privacybeleid	05-delen-met-derden	3	body	We verkopen je gegevens nooit. We delen gegevens alleen met partijen die ze nodig hebben om de dienst te kunnen leveren:	code	src/app/privacybeleid/PrivacybeleidContent.tsx:192-195	
privacy.s05.4	/privacybeleid	05-delen-met-derden	4	body	Supabase — hosting van onze database en het inlogsysteem (authenticatie) voor de member-app.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:198-200	
privacy.s05.5	/privacybeleid	05-delen-met-derden	5	body	Mollie — verwerkt al onze betalingen. Mollie ontvangt de betaalgegevens die nodig zijn om een betaling te verwerken; wij ontvangen alleen het resultaat (gelukt/mislukt) en een transactie-ID.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:202-207	
privacy.s05.6	/privacybeleid	05-delen-met-derden	6	body	MailerLite — verstuurt e-mails waarvoor je je actief hebt aangemeld, zoals de Beweeg Beter guide, de Mobility Reset e-mailreeks en overige marketingcommunicatie.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:208-213	
privacy.s05.7	/privacybeleid	05-delen-met-derden	7	body	MailerSend — verstuurt transactionele e-mails die bij je account of boeking horen, zoals bevestigingen en herinneringen.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:214-218	
privacy.s05.8	/privacybeleid	05-delen-met-derden	8	body	Firebase (Google) — voor pushmeldingen vanuit de native app. Dit onderdeel is nog niet actief; het Firebase-project moet nog worden aangemaakt.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:219-227	
privacy.s05.9	/privacybeleid	05-delen-met-derden	9	body	Sanity — ons content-systeem voor de website (teksten, foto's, openingstijden). Hier slaan we geen ledengegevens in op.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:228-232	
privacy.s05.10	/privacybeleid	05-delen-met-derden	10	body	Vercel — host de website en de member-app.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:233-236	
privacy.s05.11	/privacybeleid	05-delen-met-derden	11	body	Met elke partij die persoonsgegevens namens ons verwerkt, hebben we (of maken we) afspraken zoals de AVG die voorschrijft.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:239-242	
privacy.s06.1	/privacybeleid	06-bewaartermijn	1	microcopy	06 · Bewaartermijn	code	src/app/privacybeleid/PrivacybeleidContent.tsx:246	
privacy.s06.2	/privacybeleid	06-bewaartermijn	2	h2	Hoe lang bewaren we je gegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:247	
privacy.s06.3	/privacybeleid	06-bewaartermijn	3	body	We bewaren je gegevens niet langer dan nodig is voor het doel waarvoor we ze verzameld hebben, of zolang we daartoe wettelijk verplicht zijn (bijvoorbeeld de fiscale bewaarplicht voor betaalgegevens). Zeg je je lidmaatschap op, dan verwijderen of anonimiseren we je gegevens zodra de wettelijke bewaartermijnen dat toelaten.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:249-261	
privacy.s07.1	/privacybeleid	07-cookies	1	microcopy	07 · Cookies	code	src/app/privacybeleid/PrivacybeleidContent.tsx:265	
privacy.s07.2	/privacybeleid	07-cookies	2	h2	Cookies en vergelijkbare technieken	code	src/app/privacybeleid/PrivacybeleidContent.tsx:266	
privacy.s07.3	/privacybeleid	07-cookies	3	body	Deze website gebruikt alleen analytische cookies (Google Analytics) nadat je daar toestemming voor hebt gegeven via de cookiebanner onderaan de pagina. Zonder jouw toestemming meten we geanonimiseerd en zonder persoonsgegevens te koppelen. Je kunt je keuze op elk moment aanpassen via de cookie-instellingen.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:268-275	
privacy.s08.1	/privacybeleid	08-beveiliging	1	microcopy	08 · Beveiliging	code	src/app/privacybeleid/PrivacybeleidContent.tsx:279	
privacy.s08.2	/privacybeleid	08-beveiliging	2	h2	Hoe beveiligen we je gegevens	code	src/app/privacybeleid/PrivacybeleidContent.tsx:280	
privacy.s08.3	/privacybeleid	08-beveiliging	3	body	We nemen passende technische en organisatorische maatregelen om je gegevens te beschermen tegen verlies of onrechtmatig gebruik. Toegang tot je gegevens in onze database is afgeschermd per gebruiker: als lid kun jij alleen bij je eigen gegevens, en gevoelige gezondheidsinformatie is extra afgeschermd en alleen zichtbaar voor trainers die daar expliciet toegang toe hebben gekregen. Onze systeembeheerders werken volgens het principe van minimale toegang.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:282-292	
privacy.s09.1	/privacybeleid	09-jouw-rechten	1	microcopy	09 · Jouw rechten	code	src/app/privacybeleid/PrivacybeleidContent.tsx:295	
privacy.s09.2	/privacybeleid	09-jouw-rechten	2	h2	Jouw rechten onder de AVG	code	src/app/privacybeleid/PrivacybeleidContent.tsx:295	
privacy.s09.3	/privacybeleid	09-jouw-rechten	3	body	Je hebt altijd het recht op:	code	src/app/privacybeleid/PrivacybeleidContent.tsx:296	
privacy.s09.4	/privacybeleid	09-jouw-rechten	4	body	Inzage in de gegevens die we van je hebben.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:298	
privacy.s09.5	/privacybeleid	09-jouw-rechten	5	body	Rectificatie van onjuiste of onvolledige gegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:299	
privacy.s09.6	/privacybeleid	09-jouw-rechten	6	body	Verwijdering van je gegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:300	
privacy.s09.7	/privacybeleid	09-jouw-rechten	7	body	Beperking van de verwerking van je gegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:301	
privacy.s09.8	/privacybeleid	09-jouw-rechten	8	body	Bezwaar tegen de verwerking van je gegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:302	
privacy.s09.9	/privacybeleid	09-jouw-rechten	9	body	Dataportabiliteit — je gegevens in een overdraagbaar formaat ontvangen.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:303-306	
privacy.s09.10	/privacybeleid	09-jouw-rechten	10	body	Het intrekken van eerder gegeven toestemming, bijvoorbeeld voor het delen van je health-intake met een trainer of voor marketing-e-mails. Intrekken heeft geen invloed op de rechtmatigheid van de verwerking vóór het intrekken.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:307-312	
privacy.s09.11	/privacybeleid	09-jouw-rechten	11	body	Wil je een van deze rechten uitoefenen? Stuur een e-mail naar {email}. We reageren zo snel mogelijk, uiterlijk binnen vier weken.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:314-320	
privacy.s09.12	/privacybeleid	09-jouw-rechten	12	body	Ben je niet tevreden over hoe we met je gegevens omgaan? Dan kun je een klacht indienen bij de Autoriteit Persoonsgegevens.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:321-324	
privacy.s10.1	/privacybeleid	10-wijzigingen	1	microcopy	10 · Wijzigingen	code	src/app/privacybeleid/PrivacybeleidContent.tsx:328	
privacy.s10.2	/privacybeleid	10-wijzigingen	2	h2	Wijzigingen in deze verklaring	code	src/app/privacybeleid/PrivacybeleidContent.tsx:329	
privacy.s10.3	/privacybeleid	10-wijzigingen	3	body	We kunnen deze privacyverklaring van tijd tot tijd aanpassen, bijvoorbeeld als we nieuwe functionaliteit toevoegen. De datum bovenaan deze pagina geeft aan wanneer de verklaring voor het laatst is bijgewerkt.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:331-336	
privacy.s11.1	/privacybeleid	11-contact	1	microcopy	11 · Contact	code	src/app/privacybeleid/PrivacybeleidContent.tsx:339	
privacy.s11.2	/privacybeleid	11-contact	2	h2	Vragen?	code	src/app/privacybeleid/PrivacybeleidContent.tsx:339	
privacy.s11.3	/privacybeleid	11-contact	3	body	Neem gerust contact op via {email} of per post naar {adres}.	code	src/app/privacybeleid/PrivacybeleidContent.tsx:340-347	
programma12w.hero.1	/12-weken-programma	hero	1	label	Het 12 weken programma	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:142	COPY: confirm met Marlon
programma12w.hero.2	/12-weken-programma	hero	2	h1	Eerst meten. Dan pas trainen.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:145-150	COPY: confirm met Marlon
programma12w.hero.3	/12-weken-programma	hero	3	body	Een persoonlijk traject van twaalf weken, opgebouwd rond jouw lichaam. We brengen alles in kaart, van huidplooimeting tot hormonaal profiel, en bouwen daar training, voeding en dagelijkse begeleiding op.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:154-157	COPY: confirm met Marlon
programma12w.hero.4	/12-weken-programma	hero	4	cta	Plan je intake	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:166,427,484,538	COPY: confirm met Marlon
programma12w.hero.5	/12-weken-programma	hero	5	cta	Bekijk de aanpak	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:176	COPY: confirm met Marlon
programma12w.hero.6	/12-weken-programma	hero	6	microcopy	12 / weken begeleiding	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:183-187	COPY: confirm met Marlon
programma12w.hero.7	/12-weken-programma	hero	7	microcopy	2× / personal training per week	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:190-195	COPY: confirm met Marlon
programma12w.hero.8	/12-weken-programma	hero	8	microcopy	1-op-1 / volledig op maat	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:198-203	COPY: confirm met Marlon
programma12w.thesis.1	/12-weken-programma	thesis-strip	1	body	De meeste programma's beginnen bij een schema. Wij beginnen bij jou: wat je lichaam nodig heeft, hoe je voeding opneemt, en waar je energie vandaan komt. Pas als dat helder is, begint het echte werk.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:218-225	COPY: confirm met Marlon
programma12w.aanpak.1	/12-weken-programma	aanpak	1	label	De aanpak	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:236	COPY: confirm met Marlon
programma12w.aanpak.2	/12-weken-programma	aanpak	2	h2	Vier stappen naar een compleet beeld	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:239	COPY: confirm met Marlon
programma12w.aanpak.3	/12-weken-programma	aanpak	3	h3	Intake en meting	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:18	
programma12w.aanpak.4	/12-weken-programma	aanpak	4	body	We beginnen met een uitgebreide intake en een 12 punts huidplooimeting. Een volledig startpunt: waar je nu staat, en waar je naartoe wilt.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:19-21	
programma12w.aanpak.5	/12-weken-programma	aanpak	5	label	Uitgebreide intake / 12 punts huidplooimeting	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:21	
programma12w.aanpak.6	/12-weken-programma	aanpak	6	h3	Jouw hormonaal profiel	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:25	
programma12w.aanpak.7	/12-weken-programma	aanpak	7	body	Op basis van de metingen stellen we je persoonlijk hormonaal profiel op. Dat bepaalt hoe we voeding en training precies op jou afstemmen.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:26-28	
programma12w.aanpak.8	/12-weken-programma	aanpak	8	h3	Voeding die je ook echt opneemt	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:32	
programma12w.aanpak.9	/12-weken-programma	aanpak	9	body	Met een maagzuurtest kijken we hoe goed je je voeding daadwerkelijk opneemt. Je persoonlijk voedings- en supplementenadvies bouwen we daarop.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:33-34	
programma12w.aanpak.10	/12-weken-programma	aanpak	10	h3	Twaalf weken begeleiding	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:43	
programma12w.aanpak.11	/12-weken-programma	aanpak	11	body	Twee personal training sessies per week, een motiverende groepsles, en dagelijkse begeleiding richting een duurzame leefstijl.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:44-46	
programma12w.watjekrijgt.1	/12-weken-programma	wat-je-krijgt	1	label	Wat je krijgt	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:281	COPY: confirm met Marlon
programma12w.watjekrijgt.2	/12-weken-programma	wat-je-krijgt	2	h2	Alles wat bij het traject hoort	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:284	COPY: confirm met Marlon
programma12w.watjekrijgt.3	/12-weken-programma	wat-je-krijgt	3	label	Meten en inzicht / Jouw uitgangspunt	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:53-54	
programma12w.watjekrijgt.4	/12-weken-programma	wat-je-krijgt	4	body	Uitgebreide intake, 12 punts huidplooimeting, Volledig hormonaal profiel, Optimalisatie voeding via maagzuurtest	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:56-59	
programma12w.watjekrijgt.5	/12-weken-programma	wat-je-krijgt	5	label	Trainen / Beweging op maat	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:63-64	
programma12w.watjekrijgt.6	/12-weken-programma	wat-je-krijgt	6	body	Twee personal training sessies per week, Deelname aan motiverende groepsles	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:66-68	
programma12w.watjekrijgt.7	/12-weken-programma	wat-je-krijgt	7	label	Voeding en supplementen / Persoonlijk afgestemd	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:71-72	
programma12w.watjekrijgt.8	/12-weken-programma	wat-je-krijgt	8	body	Persoonlijk voedingsadvies, Persoonlijk supplementenadvies	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:73	
programma12w.watjekrijgt.9	/12-weken-programma	wat-je-krijgt	9	label	Begeleiding / Elke dag naast je	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:76-77	
programma12w.watjekrijgt.10	/12-weken-programma	wat-je-krijgt	10	body	Dagelijkse begeleiding, Duurzame leefstijl begeleiding	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:78	
programma12w.marlon.1	/12-weken-programma	trainer	1	label	Onder begeleiding van Marlon	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:342	COPY: confirm met Marlon
programma12w.marlon.2	/12-weken-programma	trainer	2	h2	De trainer achter het programma	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:345	COPY: confirm met Marlon
programma12w.marlon.3	/12-weken-programma	trainer	3	body	Marlon is hoofdtrainer en Kettlebell Master bij The Movement Club. Zij ontwikkelde dit traject vanuit één overtuiging: dat blijvende verandering begint bij begrijpen hoe jouw lichaam werkt, niet bij een standaardschema.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:349-353	COPY: confirm met Marlon
programma12w.marlon.4	/12-weken-programma	trainer	4	body	Gedurende twaalf weken werk je persoonlijk met haar samen, van de eerste meting tot de dagelijkse begeleiding.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:356-357	COPY: confirm met Marlon
programma12w.marlon.5	/12-weken-programma	trainer	5	label	Marlon	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:361	COPY: confirm met Marlon
programma12w.marlon.6	/12-weken-programma	trainer	6	microcopy	Foto Marlon (4:5)	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:334-337	
programma12w.investering.1	/12-weken-programma	investering	1	label	Investering	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:374	COPY: confirm met Marlon
programma12w.investering.2	/12-weken-programma	investering	2	h2	Kies je vorm	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:377	COPY: confirm met Marlon
programma12w.investering.3	/12-weken-programma	investering	3	label	In de studio	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:387	COPY + prijzen: confirm met Marlon
programma12w.investering.4	/12-weken-programma	investering	4	h3	12 Weken Studio	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:390	
programma12w.investering.5	/12-weken-programma	investering	5	body	Volledig begeleid, in Loosdrecht	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:393	
programma12w.investering.6	/12-weken-programma	investering	6	microcopy	totaal	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:398,448	
programma12w.investering.7	/12-weken-programma	investering	7	body	Voor het volledige traject van 12 weken	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:402,452	
programma12w.investering.8	/12-weken-programma	investering	8	label	Early Member bonus	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:406,455	
programma12w.investering.9	/12-weken-programma	investering	9	body	Onbeperkt groepslessen tijdens je programma	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:409	
programma12w.investering.10	/12-weken-programma	investering	10	body	Alle metingen en je hormonaal profiel	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:84	COPY + prijzen: confirm met Marlon
programma12w.investering.11	/12-weken-programma	investering	11	body	2× personal training per week in de studio	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:85	
programma12w.investering.12	/12-weken-programma	investering	12	body	Motiverende groepsles	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:86	
programma12w.investering.13	/12-weken-programma	investering	13	body	Voedings- en supplementenadvies	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:87	
programma12w.investering.14	/12-weken-programma	investering	14	body	Dagelijkse begeleiding	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:88	
programma12w.investering.15	/12-weken-programma	investering	15	label	Online	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:437	COPY + prijzen: confirm met Marlon
programma12w.investering.16	/12-weken-programma	investering	16	h3	12 Weken Online	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:440	
programma12w.investering.17	/12-weken-programma	investering	17	body	Zelfde methode, op afstand begeleid	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:443	
programma12w.investering.18	/12-weken-programma	investering	18	body	2× vrij trainen + 1× kettlebell per week	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:459	
programma12w.investering.19	/12-weken-programma	investering	19	body	Intake en hormonaal profiel op afstand	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:93	COPY + prijzen: confirm met Marlon
programma12w.investering.20	/12-weken-programma	investering	20	body	Persoonlijk trainings- en voedingsplan	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:94	
